name	gene_id	biotype	cluster	chr	start	end
arhgef33	ENSDARG00000097964	protein_coding	Cluster016	17	24650127	24662564
arhgef37	ENSDARG00000002463	protein_coding	Cluster002	14	24543424	24576409
arhgef39	ENSDARG00000013476	protein_coding	Cluster010	4	12414356	12478379
arhgef4	ENSDARG00000012914	protein_coding	Cluster098	2	16530145	16690452
arhgef5	ENSDARG00000105491	protein_coding	Cluster226	16	17707386	17730487
arhgef7a	ENSDARG00000006299	protein_coding	Cluster002	9	21725016	21756174
arhgef9a	ENSDARG00000061746	protein_coding	Cluster001	5	21435933	21497253
arhgef9b	ENSDARG00000078624	protein_coding	Cluster001	14	8836148	8893954
arid1ab	ENSDARG00000101891	protein_coding	Cluster002	19	14490137	14573059
arid2	ENSDARG00000007413	protein_coding	NA	4	1797785	1835034
arid3a	ENSDARG00000070843	protein_coding	NA	11	5775832	5818469
arid3b	ENSDARG00000104034	protein_coding	Cluster105	25	28544755	28630862
arid3c	ENSDARG00000067729	protein_coding	NA	5	40722605	40846975
arid4a	ENSDARG00000043873	protein_coding	NA	17	11223904	11264487
arid4b	ENSDARG00000090656	protein_coding	Cluster045	13	49306381	49375937
arid5a	ENSDARG00000077120	protein_coding	Cluster002	8	52391031	52418117
arid5b	ENSDARG00000069988	protein_coding	Cluster001	21	11151365	11159187
arih1	ENSDARG00000003616	protein_coding	Cluster002	18	18890667	18911951
arih1l	ENSDARG00000036870	protein_coding	Cluster002	7	13238732	13262017
arih2	ENSDARG00000012848	protein_coding	Cluster008	8	26015484	26038262
arl1	ENSDARG00000101680	protein_coding	Cluster021	4	5901688	5904842
arl11	ENSDARG00000036637	protein_coding	Cluster027	1	45961383	45963296
arl13b	ENSDARG00000012763	protein_coding	Cluster159	1	32935662	32962227
arl14ep	ENSDARG00000001210	protein_coding	Cluster003	7	32353534	32358308
arl3l1	ENSDARG00000102393	protein_coding	Cluster001	21	33138180	33152440
arl3l2	ENSDARG00000015404	protein_coding	NA	14	891505	898801
arl4aa	ENSDARG00000099918	protein_coding	Cluster006	15	34211767	34217000
arl4ca	ENSDARG00000057606	protein_coding	Cluster013	22	13952995	13954616
arl4cb	ENSDARG00000032708	protein_coding	NA	9	23545905	23547728
arl5a	ENSDARG00000018627	protein_coding	NA	9	23091996	23107544
arl5c	ENSDARG00000035719	protein_coding	Cluster184	3	15984576	15992257
arl6ip4	ENSDARG00000105036	protein_coding	Cluster008	5	68960544	68973730
arl6ip5a	ENSDARG00000077044	protein_coding	Cluster030	6	43236677	43244095
arl6ip6	ENSDARG00000071013	protein_coding	Cluster002	6	13114313	13142615
arl8	ENSDARG00000094709	protein_coding	Cluster002	7	41435821	41446584
arl8ba	ENSDARG00000006915	protein_coding	Cluster177	6	42954424	42973648
arl8bb	ENSDARG00000070318	protein_coding	Cluster002	11	35482935	35494485
armc1	ENSDARG00000013861	protein_coding	Cluster002	24	24556606	24579110
armc10	ENSDARG00000062960	protein_coding	NA	25	18780180	18790676
armc4	ENSDARG00000055128	protein_coding	Cluster085	12	22905541	23027050
armc5	ENSDARG00000078083	protein_coding	Cluster002	3	30910998	30927329
armc8	ENSDARG00000062258	protein_coding	Cluster002	9	28065400	28090860
armt1	ENSDARG00000055676	protein_coding	Cluster002	20	26488089	26492868
arnt	ENSDARG00000021855	protein_coding	NA	16	4733653	4780989
arntl1a	ENSDARG00000006791	protein_coding	Cluster003	25	17797384	17822410
arntl2	ENSDARG00000041381	protein_coding	Cluster006	18	15601115	15642344
arpc1b	ENSDARG00000027063	protein_coding	Cluster004	3	40667153	40678754
arpc3	ENSDARG00000057882	protein_coding	Cluster133	21	16987366	16992828
arpc5a	ENSDARG00000039142	protein_coding	NA	2	21309611	21317616
arpc5b	ENSDARG00000019062	protein_coding	Cluster012	20	34248791	34252729
arpc5lb	ENSDARG00000035433	protein_coding	NA	5	31460728	31474499
arpp19a	ENSDARG00000032532	protein_coding	NA	18	38904301	38916656
arpp21	ENSDARG00000061081	protein_coding	Cluster003	19	43316976	43347789
arr3a	ENSDARG00000056511	protein_coding	Cluster001	10	26838500	26849684
arr3b	ENSDARG00000098475	protein_coding	Cluster093	14	32497796	32509214
arrb1	ENSDARG00000043241	protein_coding	Cluster001	15	5396814	5473899
arrb2a	ENSDARG00000039215	protein_coding	Cluster008	10	22921674	22937966
arrb2b	ENSDARG00000011545	protein_coding	NA	7	25649599	25732565
arrdc1a	ENSDARG00000068148	protein_coding	Cluster003	5	28916691	28931795
arrdc2	ENSDARG00000020761	protein_coding	Cluster225	11	13466845	13476123
arrdc3a	ENSDARG00000052690	protein_coding	NA	5	48334350	48344444
arv1	ENSDARG00000074757	protein_coding	Cluster002	20	4020975	4033951
arvcfa	ENSDARG00000074329	protein_coding	Cluster001	10	465281	503725
arxa	ENSDARG00000058011	protein_coding	Cluster043	24	23791655	23797548
as3mt	ENSDARG00000027572	protein_coding	Cluster137	1	30974100	30990307
asah1a	ENSDARG00000037091	protein_coding	Cluster168	14	29932577	29938094
asah1b	ENSDARG00000034817	protein_coding	Cluster001	1	15961317	15972107
asah2	ENSDARG00000012829	protein_coding	Cluster005	12	6084098	6109089
asap1a	ENSDARG00000029463	protein_coding	Cluster175	2	32281080	32372999
asap1b	ENSDARG00000039729	protein_coding	NA	24	10761048	10910973
asap2a	ENSDARG00000010181	protein_coding	Cluster002	17	35149073	35275536
asap2b	ENSDARG00000019564	protein_coding	NA	20	29731774	29772579
asap3	ENSDARG00000021896	protein_coding	Cluster002	17	27172930	27217406
asb10	ENSDARG00000099461	protein_coding	Cluster001	24	34199765	34221443
asb11	ENSDARG00000056561	protein_coding	Cluster054	9	30553921	30560501
asb12b	ENSDARG00000037558	protein_coding	Cluster074	14	8959899	8975218
asb14b	ENSDARG00000087741	protein_coding	Cluster004	23	19564040	19577187
asb15a	ENSDARG00000045633	protein_coding	Cluster037	25	27380908	27399476
asb18	ENSDARG00000012948	protein_coding	Cluster001	9	24075645	24083609
asb2a.1	ENSDARG00000003797	protein_coding	Cluster004	20	27397942	27412585
asb2b	ENSDARG00000102490	protein_coding	Cluster043	17	53224112	53231022
asb3	ENSDARG00000005246	protein_coding	Cluster002	12	23939675	23955922
asb5b	ENSDARG00000053222	protein_coding	Cluster004	1	38086657	38098381
asb7	ENSDARG00000006494	protein_coding	Cluster002	7	9595830	9628488
asb8	ENSDARG00000003383	protein_coding	Cluster029	23	27571416	27579620
ascc2	ENSDARG00000013058	protein_coding	Cluster003	5	17508158	17531257
ascl1a	ENSDARG00000038386	protein_coding	Cluster053	4	17428135	17430217
ascl1b.1	ENSDARG00000101628	protein_coding	Cluster053	7	49442974	49444419
asf1ba	ENSDARG00000101037	protein_coding	Cluster003	3	45359507	45369581
asf1bb	ENSDARG00000043713	protein_coding	NA	1	55200462	55211319
ash2l	ENSDARG00000060392	protein_coding	Cluster003	10	2732055	2761621
asic1a	ENSDARG00000008329	protein_coding	Cluster001	8	6923560	6979648
asic1b	ENSDARG00000101866	protein_coding	NA	22	7014779	7138725
asic4a	ENSDARG00000025162	protein_coding	Cluster001	9	11063764	11257161
asip1	ENSDARG00000077858	protein_coding	Cluster001	6	49977257	49984676
asl	ENSDARG00000033361	protein_coding	Cluster003	21	31216455	31237784
asmt	ENSDARG00000098249	protein_coding	Cluster001	9	56380395	56395051
asmtl	ENSDARG00000021433	protein_coding	Cluster002	9	35063548	35073331
asna1	ENSDARG00000018190	protein_coding	NA	1	51503403	51518868
asns	ENSDARG00000016375	protein_coding	Cluster063	19	26070140	26093779
aspa	ENSDARG00000005154	protein_coding	NA	5	61678026	61694278
aspdh	ENSDARG00000038297	protein_coding	Cluster001	3	16597517	16611123
asph	ENSDARG00000055945	protein_coding	Cluster015	2	27000649	27026548
asphd1	ENSDARG00000075813	protein_coding	Cluster001	3	15122143	15134893
aspm	ENSDARG00000103754	protein_coding	NA	22	23520362	23556045
aspn	ENSDARG00000002192	protein_coding	Cluster001	22	10450283	10457808
ass1	ENSDARG00000103044	protein_coding	NA	KN150552.1	11232	53083
astn1	ENSDARG00000068323	protein_coding	Cluster020	2	34589765	34999969
asun	ENSDARG00000011764	protein_coding	Cluster002	4	20765066	20778693
asxl1	ENSDARG00000036956	protein_coding	Cluster073	23	30803590	30826116
asxl2	ENSDARG00000076501	protein_coding	NA	17	37214986	37247578
asz1	ENSDARG00000004823	protein_coding	Cluster002	18	20653312	20685055
atad1a	ENSDARG00000023267	protein_coding	Cluster002	5	16214923	16230064
atad1b	ENSDARG00000056609	protein_coding	Cluster002	12	17315030	17334209
atad2	ENSDARG00000076590	protein_coding	NA	16	43415541	43432319
atad5a	ENSDARG00000070568	protein_coding	Cluster052	3	26113482	26135593
atad5b	ENSDARG00000101126	protein_coding	Cluster002	6	22073459	22095006
atat1	ENSDARG00000004472	protein_coding	Cluster016	19	27895340	27922145
atcaya	ENSDARG00000071678	protein_coding	Cluster016	22	4719361	4732282
atcayb	ENSDARG00000059781	protein_coding	Cluster001	2	55790738	55847125
atf1	ENSDARG00000044301	protein_coding	Cluster009	6	39511898	39524296
atf2	ENSDARG00000023903	protein_coding	Cluster131	9	2346408	2400071
atf4a	ENSDARG00000039515	protein_coding	NA	6	251017	254425
atf4b	ENSDARG00000038141	protein_coding	Cluster134	3	24067386	24070271
atf5a	ENSDARG00000068096	protein_coding	NA	5	29814097	29818483
atf5b	ENSDARG00000077785	protein_coding	Cluster119	15	17929973	17934068
atf7b	ENSDARG00000055481	protein_coding	Cluster002	6	39615774	39634714
atf7ip	ENSDARG00000069619	protein_coding	Cluster035	1	44878260	44924675
atf7ip2	ENSDARG00000089698	protein_coding	NA	3	26927619	26941337
atg101	ENSDARG00000043287	protein_coding	Cluster003	10	32713636	32719899
atg4b	ENSDARG00000052104	protein_coding	Cluster003	6	27100239	27114452
atg4db	ENSDARG00000088145	protein_coding	Cluster002	3	6806548	6833464
atg5	ENSDARG00000023396	protein_coding	Cluster006	16	7463117	7499186
atg9a	ENSDARG00000044551	protein_coding	NA	6	11014606	11030149
atg9b	ENSDARG00000055292	protein_coding	Cluster146	24	33916353	33949692
atic	ENSDARG00000016706	protein_coding	Cluster214	1	4739585	4806325
atl1	ENSDARG00000060481	protein_coding	Cluster001	13	36638817	36658568
atl2	ENSDARG00000057719	protein_coding	Cluster003	13	7949200	7972585
atl3	ENSDARG00000004270	protein_coding	Cluster003	14	30433718	30454510
atm	ENSDARG00000002385	protein_coding	NA	15	6517631	6653934
atn1	ENSDARG00000092067	protein_coding	Cluster031	16	31890786	31913397
atoh1b	ENSDARG00000099564	protein_coding	Cluster053	KN150642.1	9441	10244
atoh7	ENSDARG00000069552	protein_coding	Cluster042	13	25319231	25320275
atoh8	ENSDARG00000037555	protein_coding	Cluster012	14	9201277	9216350
atox1	ENSDARG00000087693	protein_coding	Cluster094	14	25685717	25688517
atp10a	ENSDARG00000061039	protein_coding	Cluster002	6	38629148	38728866
atp10b	ENSDARG00000076230	protein_coding	NA	14	21996542	22070675
atp11a	ENSDARG00000008413	protein_coding	Cluster013	1	45572241	45710153
atp11c	ENSDARG00000036442	protein_coding	NA	14	32165120	32291474
atp13a2	ENSDARG00000061890	protein_coding	Cluster003	23	24584876	24616411
atp1a1a.2	ENSDARG00000007739	protein_coding	NA	1	1564308	1667865
atp1a1a.3	ENSDARG00000039131	protein_coding	Cluster118	1	1657500	1667866
atp1a1a.4	ENSDARG00000001870	protein_coding	Cluster005	1	1541981	1558365
atp1a1a.5	ENSDARG00000040252	protein_coding	Cluster001	1	1690370	1702310
atp1a1b	ENSDARG00000019856	protein_coding	Cluster001	9	36092369	36113016
atp1a2a	ENSDARG00000010472	protein_coding	Cluster022	2	44350077	44402539
atp1a3a	ENSDARG00000018259	protein_coding	Cluster001	19	6409203	6466563
atp1a3b	ENSDARG00000104139	protein_coding	Cluster001	16	10885786	10930007
atp1b1a	ENSDARG00000013144	protein_coding	NA	6	29226831	29236926
atp1b1b	ENSDARG00000076833	protein_coding	Cluster118	1	10036183	10055110
atp1b2a	ENSDARG00000099203	protein_coding	Cluster001	23	45020771	45051808
atp1b2b	ENSDARG00000034424	protein_coding	Cluster001	5	37875378	37906828
atp1b3a	ENSDARG00000015790	protein_coding	NA	2	16879116	16897100
atp1b3b	ENSDARG00000042837	protein_coding	Cluster253	15	4362014	4424770
atp1b4	ENSDARG00000053262	protein_coding	Cluster001	14	33117980	33129639
atp2a1	ENSDARG00000020574	protein_coding	Cluster037	3	25950472	26026195
atp2a1l	ENSDARG00000035458	protein_coding	Cluster005	12	13205881	13223442
atp2a2a	ENSDARG00000029439	protein_coding	Cluster029	8	11649527	11707308
atp2a2b	ENSDARG00000005122	protein_coding	Cluster011	21	17014356	17071851
atp2a3	ENSDARG00000060978	protein_coding	Cluster003	5	30567703	30669038
atp2b1a	ENSDARG00000012684	protein_coding	Cluster010	4	16077964	16125664
atp2b2	ENSDARG00000063433	protein_coding	Cluster001	11	1121078	1306091
atp2b3a	ENSDARG00000043474	protein_coding	Cluster001	8	13964585	14014644
atp2b3b	ENSDARG00000023445	protein_coding	Cluster001	23	19907872	20026746
atp2c1	ENSDARG00000060197	protein_coding	Cluster006	16	41635613	41717069
atp5a1	ENSDARG00000010149	protein_coding	Cluster153	21	4916224	4927974
atp5b	ENSDARG00000070083	protein_coding	Cluster014	11	13150239	13155400
atp5c1	ENSDARG00000045514	protein_coding	Cluster014	4	25184101	25192354
atp5d	ENSDARG00000019404	protein_coding	Cluster014	22	18741083	18754010
atp5e	ENSDARG00000095897	protein_coding	Cluster014	6	49894835	49903487
atp5f1	ENSDARG00000011553	protein_coding	Cluster014	8	25310354	25319570
atp5g3b	ENSDARG00000009447	protein_coding	Cluster031	6	10595417	10600495
atp5h	ENSDARG00000098355	protein_coding	Cluster014	3	44405174	44414425
atp5ib	ENSDARG00000068940	protein_coding	Cluster014	5	8565744	8568795
atp5j	ENSDARG00000014313	protein_coding	Cluster014	1	614903	619459
atp5l	ENSDARG00000011841	protein_coding	Cluster014	5	30099107	30101738
atp6ap1a	ENSDARG00000041417	protein_coding	Cluster001	23	4963653	4979533
atp6ap1la	ENSDARG00000091509	protein_coding	Cluster001	11	42241902	42263728
atp6ap1lb	ENSDARG00000090963	protein_coding	Cluster001	23	19632231	19657471
atp6v0a1b	ENSDARG00000015174	protein_coding	Cluster001	24	7566690	7602868
atp6v0a2a	ENSDARG00000035538	protein_coding	Cluster056	10	8030046	8074768
atp6v0a2b	ENSDARG00000035565	protein_coding	Cluster006	5	24040062	24064069
atp6v0b	ENSDARG00000031681	protein_coding	NA	2	33697981	33703996
atp6v0ca	ENSDARG00000057853	protein_coding	Cluster189	3	15894880	15905663
atp6v0cb	ENSDARG00000036577	protein_coding	Cluster001	24	39266296	39283763
atp6v0d1	ENSDARG00000069090	protein_coding	NA	7	34814892	34823456
atp6v1aa	ENSDARG00000034534	protein_coding	NA	5	23741882	23756192
atp6v1b2	ENSDARG00000043465	protein_coding	Cluster001	10	19597170	19609041
atp6v1d	ENSDARG00000011175	protein_coding	Cluster044	20	51275386	51287449
atp6v1e1a	ENSDARG00000003635	protein_coding	Cluster178	5	37996477	38004317
atp6v1e1b	ENSDARG00000030694	protein_coding	Cluster049	4	5231556	5238765
atp6v1g1	ENSDARG00000022315	protein_coding	Cluster044	5	56649896	56655340
atp7a	ENSDARG00000003699	protein_coding	Cluster002	14	22100128	22144814
atp8a1	ENSDARG00000063001	protein_coding	Cluster006	14	45981387	46014354
atp8a2	ENSDARG00000077492	protein_coding	Cluster013	24	21226105	21353825
atp8b1	ENSDARG00000060980	protein_coding	Cluster003	21	3467098	3548981
atp8b2	ENSDARG00000099216	protein_coding	Cluster005	16	22321647	22336024
atp8b5a	ENSDARG00000062040	protein_coding	NA	5	18740499	18792646
atp9b	ENSDARG00000062521	protein_coding	Cluster045	19	22490145	22593063
atpaf2	ENSDARG00000056270	protein_coding	NA	12	18288734	18292665
atpif1b	ENSDARG00000044092	protein_coding	Cluster013	17	24594854	24596323
atpv0e2	ENSDARG00000059057	protein_coding	Cluster001	22	34726941	34732553
atr	ENSDARG00000079625	protein_coding	Cluster173	2	16715406	16780917
atraid	ENSDARG00000043388	protein_coding	Cluster013	20	19613144	19617057
atrip	ENSDARG00000063076	protein_coding	Cluster002	22	10513611	10530078
atrn	ENSDARG00000062164	protein_coding	Cluster002	13	13875126	14051219
atrnl1a	ENSDARG00000077188	protein_coding	Cluster001	13	19753685	20217313
atrnl1b	ENSDARG00000006420	protein_coding	Cluster244	12	29727934	29917286
atxn1a	ENSDARG00000061687	protein_coding	Cluster002	19	32734685	32874674
atxn1b	ENSDARG00000060862	protein_coding	Cluster001	16	25640277	25653480
atxn2	ENSDARG00000052897	protein_coding	Cluster002	5	41045326	41109081
atxn2l	ENSDARG00000011597	protein_coding	Cluster008	3	15244628	15275891
atxn7l1	ENSDARG00000089860	protein_coding	Cluster002	4	3419757	3433431
atxn7l2a	ENSDARG00000055300	protein_coding	Cluster008	11	36117310	36145884
atxn7l2b	ENSDARG00000056268	protein_coding	Cluster002	8	25072268	25087543
atxn7l3	ENSDARG00000029331	protein_coding	Cluster002	3	19875969	19890896
aup1	ENSDARG00000092609	protein_coding	Cluster132	14	5528300	5553350
aurka	ENSDARG00000012485	protein_coding	Cluster073	6	60130110	60144746
aurkaip1	ENSDARG00000074985	protein_coding	Cluster192	23	29956675	29960937
aurkb	ENSDARG00000037640	protein_coding	NA	14	34043	39028
auts2a	ENSDARG00000056427	protein_coding	Cluster012	10	27220977	27237406
auts2b	ENSDARG00000020946	protein_coding	Cluster015	15	20069034	20088473
avd	ENSDARG00000087961	protein_coding	Cluster003	10	21401734	21404746
aven	ENSDARG00000002894	protein_coding	Cluster125	20	29328677	29366483
avil	ENSDARG00000059342	protein_coding	Cluster001	11	206957	221058
avl9	ENSDARG00000055538	protein_coding	NA	12	14127733	14172990
avpr1aa	ENSDARG00000077083	protein_coding	Cluster001	25	1469193	1477753
avpr1ab	ENSDARG00000045788	protein_coding	Cluster001	4	9206806	9213372
avpr2aa	ENSDARG00000007436	protein_coding	Cluster001	23	25111393	25140580
axin1	ENSDARG00000102964	protein_coding	Cluster002	3	42878567	42949272
b2ml	ENSDARG00000015887	protein_coding	Cluster005	8	50953262	50961527
b3galnt2	ENSDARG00000046133	protein_coding	Cluster015	13	49484119	49517183
b3galt2	ENSDARG00000102061	protein_coding	Cluster045	22	24131243	24142525
b3galt6	ENSDARG00000038414	protein_coding	Cluster002	11	2615758	2621579
b3gat1a	ENSDARG00000040547	protein_coding	Cluster001	18	36123460	36154875
b3gat2	ENSDARG00000030733	protein_coding	Cluster001	13	27821238	27879124
b3gat3	ENSDARG00000001939	protein_coding	Cluster008	7	24744009	24756079
b3gnt2a	ENSDARG00000052376	protein_coding	Cluster005	1	52836283	52844567
b3gnt2b	ENSDARG00000091902	protein_coding	Cluster240	17	24018390	24063963
b3gnt5a	ENSDARG00000018971	protein_coding	Cluster017	11	10557566	10566685
b3gnt5b	ENSDARG00000004396	protein_coding	Cluster002	2	7951389	7959268
b3gnt7	ENSDARG00000038489	protein_coding	Cluster211	22	36687671	36692452
b3gnt7l	ENSDARG00000053133	protein_coding	Cluster040	8	22268081	22269647
b4galnt1b	ENSDARG00000077352	protein_coding	Cluster001	6	39225062	39255315
b4galnt2.2	ENSDARG00000070605	protein_coding	Cluster006	3	22914666	22928740
b4galnt3b	ENSDARG00000058939	protein_coding	Cluster002	18	6417973	6477255
b4galnt4a	ENSDARG00000046150	protein_coding	Cluster001	25	24193608	24512997
b4galnt4b	ENSDARG00000076701	protein_coding	Cluster020	7	48806077	48998411
b4galt1l	ENSDARG00000104404	protein_coding	Cluster008	14	51724467	51751466
b4galt3	ENSDARG00000062329	protein_coding	Cluster002	23	20052160	20084288
b4galt6	ENSDARG00000010301	protein_coding	Cluster010	20	6120074	6153511
b4galt7	ENSDARG00000021899	protein_coding	Cluster002	14	26082917	26094041
b9d1	ENSDARG00000011727	protein_coding	Cluster057	3	39549667	39554208
bace2	ENSDARG00000044781	protein_coding	Cluster006	15	6462514	6501957
bach1a	ENSDARG00000062553	protein_coding	Cluster002	15	8194813	8215921
bach2a	ENSDARG00000036569	protein_coding	Cluster002	17	15666119	15734205
